brand,brand_prefix,part_code,part_name,priority,oem_number,source_name,source_url,retrieved_at
Audi,AU,CKP,Датчик положения коленвала,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=CKP%20vag,2026-05-12T17:39:00Z
Audi,AU,CMP,Датчик положения распредвала,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=CMP%20vag,2026-05-12T17:39:00Z
Audi,AU,CMS,Сальник распредвала,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=CMS%20vag,2026-05-12T17:39:00Z
Audi,AU,EML,Опора двигателя левая,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=EML%20vag,2026-05-12T17:39:00Z
Audi,AU,EMG,Прокладка выпускного коллектора,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=EMG%20vag,2026-05-12T17:39:00Z
Audi,AU,EMB,Опора двигателя задняя,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=EMB%20vag,2026-05-12T17:39:00Z
Audi,AU,EMR,Опора двигателя правая,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=EMR%20vag,2026-05-12T17:39:00Z
Audi,AU,SBR,Втулка стабилизатора задняя,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=SBR%20vag,2026-05-12T17:39:01Z
Audi,AU,IMG,Прокладка впускного коллектора,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=IMG%20vag,2026-05-12T17:39:01Z
Audi,AU,STM,Опора передней стойки,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=STM%20vag,2026-05-12T17:39:02Z
Audi,AU,ODP,Пробка сливная масляного поддона,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=ODP%20vag,2026-05-12T17:39:03Z
Audi,AU,OPS,Датчик давления масла,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=OPS%20vag,2026-05-12T17:39:03Z
Audi,AU,TSH,Корпус термостата,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=TSH%20vag,2026-05-12T17:39:03Z
Audi,AU,MAF,Датчик массового расхода воздуха,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=MAF%20vag,2026-05-12T17:39:03Z
Audi,AU,THB,Дроссельная заслонка,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=THB%20vag,2026-05-12T17:39:03Z
Audi,AU,CAB,Сайлентблок переднего рычага,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=CAB%20vag,2026-05-12T17:39:03Z
Audi,AU,SBF,Втулка стабилизатора передняя,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=SBF%20vag,2026-05-12T17:39:03Z
Audi,AU,CVB,Пыльник ШРУС,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=CVB%20vag,2026-05-12T17:39:03Z
Audi,AU,HUR,Ступица задняя,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=HUR%20vag,2026-05-12T17:39:03Z
Audi,AU,SR,Амортизатор задний,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=SR%20vag,2026-05-12T17:39:04Z
Audi,AU,RAB,Сайлентблок заднего рычага,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=RAB%20vag,2026-05-12T17:39:04Z
Audi,AU,ODW,Шайба сливной пробки,high,G-3Z0088RGKJ,partsale.eu,https://partsale.eu/search?q=ODW%20vag,2026-05-12T17:39:05Z
